Node1,Node1Property_GroupLabel,Node2,Node2Property_GroupLabel,EdgeProperty_Correlation,EdgeProperty_Arrow_Direction,EdgeProperty_PaperID,EdgeProperty_SampleSize,EdgeProperty_SampleYears,EdgeProperty_SampleCountries,EdgeProperty_SampleIndustries
Organizational citizenship behavior-individual,performance,Remaining time,causes,-0.01,node2-->node1,WG16HR,312,2011,Germany,German speaking university
Organizational citizenship behavior-individual,performance,Remaining time,causes,-0.01,node2-->node1,WG16HR,312,2011,Germany,Human resources
Organizational citizenship behavior-organization,performance,Remaining time,causes,0.08,node2-->node1,WG16HR,312,2011,Germany,German speaking university
Organizational citizenship behavior-organization,performance,Remaining time,causes,0.08,node2-->node1,WG16HR,312,2011,Germany,Human resources
Remaining opportunities,eudaimonic well-being,Remaining time,causes,0.58,node2-->node1,WG16HR,312,2011,Germany,German speaking university
Remaining opportunities,eudaimonic well-being,Remaining time,causes,0.58,node2-->node1,WG16HR,312,2011,Germany,Human resources
Job satisfaction,hedonic well-being,Remaining opportunities,eudaimonic well-being,0.23,noncausal,WG16HR,312,2011,Germany,German speaking university
Job satisfaction,hedonic well-being,Remaining opportunities,eudaimonic well-being,0.23,noncausal,WG16HR,312,2011,Germany,Human resources
Organizational citizenship behavior,performance,Remaining opportunities,eudaimonic well-being,0.23,node2-->node1,WG16HR,312,2011,Germany,German speaking university
Organizational citizenship behavior,performance,Remaining opportunities,eudaimonic well-being,0.23,node2-->node1,WG16HR,312,2011,Germany,Human resources
Organizational citizenship behavior-individual,performance,Remaining opportunities,eudaimonic well-being,0.08,node2-->node1,WG16HR,312,2011,Germany,German speaking university
Organizational citizenship behavior-individual,performance,Remaining opportunities,eudaimonic well-being,0.08,node2-->node1,WG16HR,312,2011,Germany,Human resources
Organizational citizenship behavior-organization,performance,Remaining opportunities,eudaimonic well-being,0.29,node2-->node1,WG16HR,312,2011,Germany,German speaking university
Organizational citizenship behavior-organization,performance,Remaining opportunities,eudaimonic well-being,0.29,node2-->node1,WG16HR,312,2011,Germany,Human resources
Job satisfaction,hedonic well-being,Organizational citizenship behavior-organization,performance,0.44,noncausal,WG16HR,312,2011,Germany,Human resources
Job satisfaction,hedonic well-being,Organizational citizenship behavior-organization,performance,0.44,noncausal,WG16HR,312,2011,Germany,German speaking university
Organizational citizenship behavior,performance,Organizational citizenship behavior-organization,performance,0.62,noncausal,WG16HR,312,2011,Germany,German speaking university
Organizational citizenship behavior,performance,Organizational citizenship behavior-organization,performance,0.62,noncausal,WG16HR,312,2011,Germany,Human resources
Job satisfaction,hedonic well-being,Organizational citizenship behavior-individual,performance,0.31,noncausal,WG16HR,312,2011,Germany,Human resources
Job satisfaction,hedonic well-being,Organizational citizenship behavior-individual,performance,0.31,noncausal,WG16HR,312,2011,Germany,German speaking university
Organizational citizenship behavior,performance,Organizational citizenship behavior-individual,performance,-0.41,noncausal,WG16HR,312,2011,Germany,German speaking university
Organizational citizenship behavior,performance,Organizational citizenship behavior-individual,performance,-0.41,noncausal,WG16HR,312,2011,Germany,Human resources
Organizational citizenship behavior-organization,performance,Organizational citizenship behavior-individual,performance,0.46,noncausal,WG16HR,312,2011,Germany,Human resources
Organizational citizenship behavior-organization,performance,Organizational citizenship behavior-individual,performance,0.46,noncausal,WG16HR,312,2011,Germany,German speaking university
Job satisfaction,hedonic well-being,Organizational citizenship behavior,performance,0.18,noncausal,WG16HR,312,2011,Germany,German speaking university
Job satisfaction,hedonic well-being,Organizational citizenship behavior,performance,0.18,noncausal,WG16HR,312,2011,Germany,Human resources
Education,causes,Gender,causes,-0.07,noncausal,WG16HR,312,2011,Germany,German speaking university
Education occupational future time perspective,causes,Gender,causes,-0.07,noncausal,WG16HR,312,2011,Germany,Human resources
Job satisfaction,hedonic well-being,Gender,causes,0.08,node2-->node1,WG16HR,312,2011,Germany,German speaking university
Job satisfaction,hedonic well-being,Gender,causes,0.08,node2-->node1,WG16HR,312,2011,Germany,Human resources
Organizational citizenship behavior,performance,Gender,causes,-0.16,node2-->node1,WG16HR,312,2011,Germany,German speaking university
Organizational citizenship behavior,performance,Gender,causes,-0.16,node2-->node1,WG16HR,312,2011,Germany,Human resources
Organizational citizenship behavior-individual,performance,Gender,causes,0.09,node2-->node1,WG16HR,312,2011,Germany,German speaking university
Organizational citizenship behavior-individual,performance,Gender,causes,0.09,node2-->node1,WG16HR,312,2011,Germany,Human resources
Organizational citizenship behavior-organization,performance,Gender,causes,-0.08,node2-->node1,WG16HR,312,2011,Germany,German speaking university
Organizational citizenship behavior-organization,performance,Gender,causes,-0.08,node2-->node1,WG16HR,312,2011,Germany,Human resources
Remaining opportunities,eudaimonic well-being,Gender,causes,-0.02,node2-->node1,WG16HR,312,2011,Germany,German speaking university
Remaining opportunities,eudaimonic well-being,Gender,causes,-0.02,node2-->node1,WG16HR,312,2011,Germany,Human resources
Remaining time,causes,Gender,causes,0.09,noncausal,WG16HR,312,2011,Germany,German speaking university
Remaining time,causes,Gender,causes,0.09,noncausal,WG16HR,312,2011,Germany,Human resources
Job satisfaction,hedonic well-being,Education occupational future time perspective,causes,0.1,node2-->node1,WG16HR,312,2011,Germany,Human resources
Organizational citizenship behavior,performance,Education occupational future time perspective,causes,-0.03,node2-->node1,WG16HR,312,2011,Germany,Human resources
Organizational citizenship behavior-individual,performance,Education occupational future time perspective,causes,0.01,node2-->node1,WG16HR,312,2011,Germany,Human resources
Organizational citizenship behavior-organization,performance,Education occupational future time perspective,causes,-0.02,node2-->node1,WG16HR,312,2011,Germany,Human resources
Remaining opportunities,eudaimonic well-being,Education occupational future time perspective,causes,0.16,node2-->node1,WG16HR,312,2011,Germany,Human resources
Remaining time,causes,Education occupational future time perspective,causes,0.21,noncausal,WG16HR,312,2011,Germany,Human resources
Job satisfaction,hedonic well-being,Education,causes,0.1,node2-->node1,WG16HR,312,2011,Germany,German speaking university
Organizational citizenship behavior,performance,Education,causes,-0.03,node2-->node1,WG16HR,312,2011,Germany,German speaking university
Organizational citizenship behavior-individual,performance,Education,causes,0.01,node2-->node1,WG16HR,312,2011,Germany,German speaking university
Organizational citizenship behavior-organization,performance,Education,causes,-0.02,node2-->node1,WG16HR,312,2011,Germany,German speaking university
Remaining opportunities,eudaimonic well-being,Education,causes,0.16,node2-->node1,WG16HR,312,2011,Germany,German speaking university
Remaining time,causes,Education,causes,0.21,noncausal,WG16HR,312,2011,Germany,German speaking university
Education,causes,Age,causes,-0.23,noncausal,WG16HR,312,2011,Germany,German speaking university
Education occupational future time perspective,causes,Age,causes,-0.23,noncausal,WG16HR,312,2011,Germany,Human resources
Gender,causes,Age,causes,-0.07,noncausal,WG16HR,312,2011,Germany,German speaking university
Gender,causes,Age,causes,-0.07,noncausal,WG16HR,312,2011,Germany,Human resources
Job satisfaction,hedonic well-being,Age,causes,0.1,node2-->node1,WG16HR,312,2011,Germany,German speaking university
Job satisfaction,hedonic well-being,Age,causes,0.1,node2-->node1,WG16HR,312,2011,Germany,Human resources
Organizational citizenship behavior,performance,Age,causes,-0.03,node2-->node1,WG16HR,312,2011,Germany,German speaking university
Organizational citizenship behavior,performance,Age,causes,-0.03,node2-->node1,WG16HR,312,2011,Germany,Human resources
Organizational citizenship behavior-individual,performance,Age,causes,0.07,node2-->node1,WG16HR,312,2011,Germany,German speaking university
Organizational citizenship behavior-individual,performance,Age,causes,0.07,node2-->node1,WG16HR,312,2011,Germany,Human resources
Organizational citizenship behavior-organization,performance,Age,causes,0.03,node2-->node1,WG16HR,312,2011,Germany,German speaking university
Organizational citizenship behavior-organization,performance,Age,causes,0.03,node2-->node1,WG16HR,312,2011,Germany,Human resources
Remaining opportunities,eudaimonic well-being,Age,causes,-0.35,node2-->node1,WG16HR,312,2011,Germany,German speaking university
Remaining opportunities,eudaimonic well-being,Age,causes,-0.35,node2-->node1,WG16HR,312,2011,Germany,Human resources
Remaining time,causes,Age,causes,-0.66,noncausal,WG16HR,312,2011,Germany,German speaking university
Remaining time,causes,Age,causes,-0.66,noncausal,WG16HR,312,2011,Germany,Human resources
Organizational citizenship behavior,performance,Service climate,causes,0.38,node2-->node1,WHO10JAP,815,2005,USA,Human resources
Commitment to the supervisor,social well-being,Servant leadership,causes,0.19,node2-->node1,WHO10JAP,815,2005,USA,Human resources
Organizational citizenship behavior,performance,Servant leadership,causes,0.45,node2-->node1,WHO10JAP,815,2005,USA,Human resources
Procedural jusitce climate,social well-being,Servant leadership,causes,0.17,node2-->node1,WHO10JAP,815,2005,USA,Human resources
Self-efficacy,eudaimonic well-being,Servant leadership,causes,0.39,node2-->node1,WHO10JAP,815,2005,USA,Human resources
Service climate,causes,Servant leadership,causes,0.45,noncausal,WHO10JAP,815,2005,USA,Human resources
Organizational citizenship behavior,performance,Self-efficacy,eudaimonic well-being,0.4,node2-->node1,WHO10JAP,815,2005,USA,Human resources
Procedural jusitce climate,social well-being,Self-efficacy,eudaimonic well-being,0.27,noncausal,WHO10JAP,815,2005,USA,Human resources
Service climate,causes,Self-efficacy,eudaimonic well-being,0.37,node1-->node2,WHO10JAP,815,2005,USA,Human resources
Organizational citizenship behavior,performance,Procedural jusitce climate,social well-being,0.2,node2-->node1,WHO10JAP,815,2005,USA,Human resources
Service climate,causes,Procedural jusitce climate,social well-being,0.13,node1-->node2,WHO10JAP,815,2005,USA,Human resources
Organizational citizenship behavior,performance,Commitment to the supervisor,social well-being,0.31,node2-->node1,WHO10JAP,815,2005,USA,Human resources
Procedural jusitce climate,social well-being,Commitment to the supervisor,social well-being,0.22,noncausal,WHO10JAP,815,2005,USA,Human resources
Self-efficacy,eudaimonic well-being,Commitment to the supervisor,social well-being,0.44,noncausal,WHO10JAP,815,2005,USA,Human resources
Service climate,causes,Commitment to the supervisor,social well-being,0.22,node1-->node2,WHO10JAP,815,2005,USA,Human resources
Collective turnover,social well-being,Service performance,performance,-0.19,noncausal,WHWMC19HR,509,2013,USA,Human resources
Collective turnover,social well-being,Service performance,performance,-0.2,noncausal,WHWMC19HR,509,2013,USA,Human resources
Meaningfulness,eudaimonic well-being,Service performance,performance,0.38,noncausal,WHWMC19HR,509,2013,USA,Human resources
Service performance,performance,Service performance,performance,0.17,noncausal,WHWMC19HR,509,2013,USA,Human resources
Collective turnover,social well-being,Meaningfulness,eudaimonic well-being,-0.3,noncausal,WHWMC19HR,509,2013,USA,Human resources
Service performance,performance,Meaningfulness,eudaimonic well-being,-0.08,node2-->node1,WHWMC19HR,509,2013,USA,Human resources
Collective turnover,social well-being,Initiating structure leadership,causes,-0.1,node2-->node1,WHWMC19HR,509,2013,USA,Human resources
Meaningfulness,eudaimonic well-being,Initiating structure leadership,causes,0.38,node2-->node1,WHWMC19HR,509,2013,USA,Human resources
Service climate,causes,Initiating structure leadership,causes,0.65,noncausal,WHWMC19HR,509,2013,USA,Human resources
Service performance,performance,Initiating structure leadership,causes,-14,node2-->node1,WHWMC19HR,509,2013,USA,Human resources
Collective turnover,social well-being,Gender,causes, ,node2-->node1,WHWMC19HR,509,2013,USA,Human resources
Dyadic tenure,causes,Gender,causes, ,noncausal,WHWMC19HR,509,2013,USA,Human resources
Expressing confidence in high performance,eudaimonic well-being,Gender,causes, ,node2-->node1,WHWMC19HR,509,2013,USA,Human resources
Initiating structure leadership,causes,Gender,causes, ,noncausal,WHWMC19HR,509,2013,USA,Human resources
Meaningfulness,eudaimonic well-being,Gender,causes, ,node2-->node1,WHWMC19HR,509,2013,USA,Human resources
Service climate,causes,Gender,causes, ,noncausal,WHWMC19HR,509,2013,USA,Human resources
Service performance,performance,Gender,causes, ,node2-->node1,WHWMC19HR,509,2013,USA,Human resources
Collective turnover,social well-being,Expressing confidence in high performance,eudaimonic well-being,-0.09,noncausal,WHWMC19HR,509,2013,USA,Human resources
Initiating structure leadership,causes,Expressing confidence in high performance,eudaimonic well-being,0.79,node1-->node2,WHWMC19HR,509,2013,USA,Human resources
Meaningfulness,eudaimonic well-being,Expressing confidence in high performance,eudaimonic well-being,0.12,noncausal,WHWMC19HR,509,2013,USA,Human resources
Service climate,causes,Expressing confidence in high performance,eudaimonic well-being,0.57,node1-->node2,WHWMC19HR,509,2013,USA,Human resources
Service performance,performance,Expressing confidence in high performance,eudaimonic well-being,0.07,node2-->node1,WHWMC19HR,509,2013,USA,Human resources
Collective turnover,social well-being,Dyadic tenure,causes, ,node2-->node1,WHWMC19HR,509,2013,USA,Human resources
Expressing confidence in high performance,eudaimonic well-being,Dyadic tenure,causes, ,node2-->node1,WHWMC19HR,509,2013,USA,Human resources
Initiating structure leadership,causes,Dyadic tenure,causes, ,noncausal,WHWMC19HR,509,2013,USA,Human resources
Meaningfulness,eudaimonic well-being,Dyadic tenure,causes, ,node2-->node1,WHWMC19HR,509,2013,USA,Human resources
Service climate,causes,Dyadic tenure,causes, ,noncausal,WHWMC19HR,509,2013,USA,Human resources
Service performance,performance,Dyadic tenure,causes, ,node2-->node1,WHWMC19HR,509,2013,USA,Human resources
Supervisor-rated knowledge hiding,causes,Supervisor-rated territorial behavior,social well-being,57,node1-->node2,WLZLL19JAP,264,2014,China,Human resoruces
Organizational citizenship behavior (supervisor-rated),performance,Supervisor-rated proactive behavior,performance,0.53,noncausal,WLZLL19JAP,373,2014,China,Human resoruces
Self-rated knowledge hiding,causes,Supervisor-rated proactive behavior,performance,0.02,node1-->node2,WLZLL19JAP,373,2014,China,Human resoruces
Self-rated pro-job unethical behavior,performance,Supervisor-rated proactive behavior,performance,0.03,noncausal,WLZLL19JAP,373,2014,China,Human resoruces
Self-rated territorial behavior,performance,Supervisor-rated proactive behavior,performance,0.05,noncausal,WLZLL19JAP,373,2014,China,Human resoruces
Supervisor-rated knowledge hiding,causes,Supervisor-rated proactive behavior,performance,-0.01,node1-->node2,WLZLL19JAP,264,2014,China,Human resoruces
Supervisor-rated territorial behavior,social well-being,Supervisor-rated proactive behavior,performance,-0.02,noncausal,WLZLL19JAP,264,2014,China,Human resoruces
Self-rated knowledge hiding,causes,Self-rated territorial behavior,performance,0.64,node1-->node2,WLZLL19JAP,373,2014,China,Human resoruces
Self-rated pro-job unethical behavior,performance,Self-rated territorial behavior,performance,0.68,noncausal,WLZLL19JAP,373,2014,China,Human resoruces
Self-rated pro-job unethical behavior,performance,Self-rated knowledge hiding,causes,0.67,node2-->node1,WLZLL19JAP,373,2014,China,Human resoruces
Self-rated knowledge hiding,causes,Organizational citizenship behavior (supervisor-rated),performance,-0.05,node1-->node2,WLZLL19JAP,373,2014,China,Human resoruces
Self-rated pro-job unethical behavior,performance,Organizational citizenship behavior (supervisor-rated),performance,-0.01,noncausal,WLZLL19JAP,373,2014,China,Human resoruces
Self-rated territorial behavior,performance,Organizational citizenship behavior (supervisor-rated),performance,0.02,noncausal,WLZLL19JAP,373,2014,China,Human resoruces
Approach,eudaimonic well-being,Job-based psychological ownership,eudaimonic well-being,0.4,noncausal,WLZLL19JAP,373,2014,China,Human resoruces
Approach,eudaimonic well-being,Job-based psychological ownership,eudaimonic well-being,0.39,noncausal,WLZLL19JAP,264,2014,China,Human resoruces
Approach performance,performance,Job-based psychological ownership,eudaimonic well-being,0.18,node2-->node1,WLZLL19JAP,264,2014,China,Human resoruces
Avoidance,eudaimonic well-being,Job-based psychological ownership,eudaimonic well-being,0.04,noncausal,WLZLL19JAP,373,2014,China,Human resoruces
Avoidance,eudaimonic well-being,Job-based psychological ownership,eudaimonic well-being,0.27,noncausal,WLZLL19JAP,264,2014,China,Human resoruces
Job performance (supervisor-rated),performance,Job-based psychological ownership,eudaimonic well-being,0.27,node2-->node1,WLZLL19JAP,373,2014,China,Human resoruces
Organizational citizenship behavior (supervisor-rated),performance,Job-based psychological ownership,eudaimonic well-being,0.25,node2-->node1,WLZLL19JAP,373,2014,China,Human resoruces
Self-rated knowledge hiding,causes,Job-based psychological ownership,eudaimonic well-being,0.17,node1-->node2,WLZLL19JAP,373,2014,China,Human resoruces
Self-rated pro-job unethical behavior,performance,Job-based psychological ownership,eudaimonic well-being,0.21,node2-->node1,WLZLL19JAP,373,2014,China,Human resoruces
Self-rated territorial behavior,performance,Job-based psychological ownership,eudaimonic well-being,0.29,node2-->node1,WLZLL19JAP,373,2014,China,Human resoruces
Supervisor-rated knowledge hiding,causes,Job-based psychological ownership,eudaimonic well-being,0.22,node1-->node2,WLZLL19JAP,264,2014,China,Human resoruces
Supervisor-rated proactive behavior,performance,Job-based psychological ownership,eudaimonic well-being,0.23,node2-->node1,WLZLL19JAP,373,2014,China,Human resoruces
Supervisor-rated proactive behavior,performance,Job-based psychological ownership,eudaimonic well-being,0.17,node2-->node1,WLZLL19JAP,264,2014,China,Human resoruces
Supervisor-rated territorial behavior,social well-being,Job-based psychological ownership,eudaimonic well-being,0.39,noncausal,WLZLL19JAP,264,2014,China,Human resoruces
Organizational citizenship behavior (supervisor-rated),performance,Job performance (supervisor-rated),performance,0.57,noncausal,WLZLL19JAP,373,2014,China,Human resoruces
Self-rated knowledge hiding,causes,Job performance (supervisor-rated),performance,-0.02,node1-->node2,WLZLL19JAP,373,2014,China,Human resoruces
Self-rated pro-job unethical behavior,performance,Job performance (supervisor-rated),performance,0.03,noncausal,WLZLL19JAP,373,2014,China,Human resoruces
Self-rated territorial behavior,performance,Job performance (supervisor-rated),performance,0.04,noncausal,WLZLL19JAP,373,2014,China,Human resoruces
Supervisor-rated proactive behavior,performance,Job performance (supervisor-rated),performance,0.64,noncausal,WLZLL19JAP,373,2014,China,Human resoruces
Approach,eudaimonic well-being,Job engagement,eudaimonic well-being,0.3,noncausal,WLZLL19JAP,373,2014,China,Human resoruces
Approach,eudaimonic well-being,Job engagement,eudaimonic well-being,0.23,noncausal,WLZLL19JAP,264,2014,China,Human resoruces
Approach performance,performance,Job engagement,eudaimonic well-being,0.12,node2-->node1,WLZLL19JAP,264,2014,China,Human resoruces
Avoidance,eudaimonic well-being,Job engagement,eudaimonic well-being,0.01,noncausal,WLZLL19JAP,373,2014,China,Human resoruces
Avoidance,eudaimonic well-being,Job engagement,eudaimonic well-being,0.25,noncausal,WLZLL19JAP,264,2014,China,Human resoruces
Job performance (supervisor-rated),performance,Job engagement,eudaimonic well-being,0.22,node2-->node1,WLZLL19JAP,373,2014,China,Human resoruces
Job-based psychological ownership,eudaimonic well-being,Job engagement,eudaimonic well-being,0.37,noncausal,WLZLL19JAP,373,2014,China,Human resoruces
Job-based psychological ownership,eudaimonic well-being,Job engagement,eudaimonic well-being,0.34,noncausal,WLZLL19JAP,264,2014,China,Human resoruces
Organizational citizenship behavior (supervisor-rated),performance,Job engagement,eudaimonic well-being,0.17,node2-->node1,WLZLL19JAP,373,2014,China,Human resoruces
Self-rated knowledge hiding,causes,Job engagement,eudaimonic well-being,0.02,node1-->node2,WLZLL19JAP,373,2014,China,Human resoruces
Self-rated pro-job unethical behavior,performance,Job engagement,eudaimonic well-being,0.04,node2-->node1,WLZLL19JAP,373,2014,China,Human resoruces
Self-rated territorial behavior,performance,Job engagement,eudaimonic well-being,0.11,node2-->node1,WLZLL19JAP,373,2014,China,Human resoruces
Supervisor-rated knowledge hiding,causes,Job engagement,eudaimonic well-being,0.18,node1-->node2,WLZLL19JAP,264,2014,China,Human resoruces
Supervisor-rated proactive behavior,performance,Job engagement,eudaimonic well-being,0.13,node2-->node1,WLZLL19JAP,373,2014,China,Human resoruces
Supervisor-rated proactive behavior,performance,Job engagement,eudaimonic well-being,0.18,node2-->node1,WLZLL19JAP,264,2014,China,Human resoruces
Supervisor-rated territorial behavior,social well-being,Job engagement,eudaimonic well-being,0.13,noncausal,WLZLL19JAP,264,2014,China,Human resoruces
Approach,eudaimonic well-being,Avoidance,eudaimonic well-being,0.2,noncausal,WLZLL19JAP,373,2014,China,Human resoruces
Approach,eudaimonic well-being,Avoidance,eudaimonic well-being,0.35,noncausal,WLZLL19JAP,264,2014,China,Human resoruces
Approach performance,performance,Avoidance,eudaimonic well-being,0.09,node2-->node1,WLZLL19JAP,264,2014,China,Human resoruces
Job performance (supervisor-rated),performance,Avoidance,eudaimonic well-being,0.04,node2-->node1,WLZLL19JAP,373,2014,China,Human resoruces
Organizational citizenship behavior (supervisor-rated),performance,Avoidance,eudaimonic well-being,0.08,node2-->node1,WLZLL19JAP,373,2014,China,Human resoruces
Self-rated knowledge hiding,causes,Avoidance,eudaimonic well-being,0.25,node1-->node2,WLZLL19JAP,373,2014,China,Human resoruces
Self-rated pro-job unethical behavior,performance,Avoidance,eudaimonic well-being,0.3,node2-->node1,WLZLL19JAP,373,2014,China,Human resoruces
Self-rated territorial behavior,performance,Avoidance,eudaimonic well-being,0.29,node2-->node1,WLZLL19JAP,373,2014,China,Human resoruces
Supervisor-rated knowledge hiding,causes,Avoidance,eudaimonic well-being,0.3,node1-->node2,WLZLL19JAP,264,2014,China,Human resoruces
Supervisor-rated proactive behavior,performance,Avoidance,eudaimonic well-being,0.02,node2-->node1,WLZLL19JAP,373,2014,China,Human resoruces
Supervisor-rated proactive behavior,performance,Avoidance,eudaimonic well-being,0.1,node2-->node1,WLZLL19JAP,264,2014,China,Human resoruces
Supervisor-rated territorial behavior,social well-being,Avoidance,eudaimonic well-being,0.35,noncausal,WLZLL19JAP,264,2014,China,Human resoruces
Supervisor-rated knowledge hiding,causes,Approach performance,performance,-0.05,node1-->node2,WLZLL19JAP,264,2014,China,Human resoruces
Supervisor-rated proactive behavior,performance,Approach performance,performance,0.85,noncausal,WLZLL19JAP,264,2014,China,Human resoruces
Supervisor-rated territorial behavior,social well-being,Approach performance,performance,-0.02,noncausal,WLZLL19JAP,264,2014,China,Human resoruces
Approach performance,performance,Approach,eudaimonic well-being,0.07,node2-->node1,WLZLL19JAP,264,2014,China,Human resoruces
Job performance (supervisor-rated),performance,Approach,eudaimonic well-being,0.09,node2-->node1,WLZLL19JAP,373,2014,China,Human resoruces
Organizational citizenship behavior (supervisor-rated),performance,Approach,eudaimonic well-being,0.13,node2-->node1,WLZLL19JAP,373,2014,China,Human resoruces
Self-rated knowledge hiding,causes,Approach,eudaimonic well-being,0.15,node1-->node2,WLZLL19JAP,373,2014,China,Human resoruces
Self-rated pro-job unethical behavior,performance,Approach,eudaimonic well-being,0.29,node2-->node1,WLZLL19JAP,373,2014,China,Human resoruces
Self-rated territorial behavior,performance,Approach,eudaimonic well-being,0.27,node2-->node1,WLZLL19JAP,373,2014,China,Human resoruces
Supervisor-rated knowledge hiding,causes,Approach,eudaimonic well-being,0.4,node1-->node2,WLZLL19JAP,264,2014,China,Human resoruces
Supervisor-rated proactive behavior,performance,Approach,eudaimonic well-being,0.14,node2-->node1,WLZLL19JAP,373,2014,China,Human resoruces
Supervisor-rated proactive behavior,performance,Approach,eudaimonic well-being,0.08,node2-->node1,WLZLL19JAP,264,2014,China,Human resoruces
Supervisor-rated territorial behavior,social well-being,Approach,eudaimonic well-being,0.48,noncausal,WLZLL19JAP,264,2014,China,Human resoruces
Innovativeness,eudaimonic well-being,Strengths-based psychological climated,causes,0.26,node2-->node1,WM15HRM,442,2010,Netherlands,Human resources
Job performance,performance,Strengths-based psychological climated,causes,0.18,node2-->node1,WM15HRM,442,2010,Netherlands,Human resources
OCB,causes,Strengths-based psychological climated,causes,0.25,noncausal,WM15HRM,442,2010,Netherlands,Human resources
Positive affect,hedonic well-being,Strengths-based psychological climated,causes,0.42,node2-->node1,WM15HRM,442,2010,Netherlands,Human resources
Innovativeness,eudaimonic well-being,Positive affect,hedonic well-being,0.5,noncausal,WM15HRM,442,2010,Netherlands,Human resources
Job performance,performance,Positive affect,hedonic well-being,0.49,node2-->node1,WM15HRM,442,2010,Netherlands,Human resources
OCB,causes,Positive affect,hedonic well-being,0.38,node1-->node2,WM15HRM,442,2010,Netherlands,Human resources
Innovativeness,eudaimonic well-being,Organizational tenure,causes,-0.1,node2-->node1,WM15HRM,442,2010,Netherlands,Human resources
Job performance,performance,Organizational tenure,causes,0.07,node2-->node1,WM15HRM,442,2010,Netherlands,Human resources
OCB,causes,Organizational tenure,causes,-0.07,noncausal,WM15HRM,442,2010,Netherlands,Human resources
Positive affect,hedonic well-being,Organizational tenure,causes,-0.09,node2-->node1,WM15HRM,442,2010,Netherlands,Human resources
Strengths-based psychological climated,causes,Organizational tenure,causes,-0.09,noncausal,WM15HRM,442,2010,Netherlands,Human resources
Innovativeness,eudaimonic well-being,Job performance,performance,0.36,noncausal,WM15HRM,442,2010,Netherlands,Human resources
OCB,causes,Job performance,performance,0.38,node1-->node2,WM15HRM,442,2010,Netherlands,Human resources
OCB,causes,Innovativeness,eudaimonic well-being,0.43,node1-->node2,WM15HRM,442,2010,Netherlands,Human resources
Education level,causes,Gender,causes,-0.45,noncausal,WM15HRM,442,2010,Netherlands,Human resources
Innovativeness,eudaimonic well-being,Gender,causes,-0.16,node2-->node1,WM15HRM,442,2010,Netherlands,Human resources
Job performance,performance,Gender,causes,-0.05,node2-->node1,WM15HRM,442,2010,Netherlands,Human resources
OCB,causes,Gender,causes,0.08,noncausal,WM15HRM,442,2010,Netherlands,Human resources
Organizational tenure,causes,Gender,causes,-0.19,noncausal,WM15HRM,442,2010,Netherlands,Human resources
Positive affect,hedonic well-being,Gender,causes,0.14,node2-->node1,WM15HRM,442,2010,Netherlands,Human resources
Strengths-based psychological climated,causes,Gender,causes,0.07,noncausal,WM15HRM,442,2010,Netherlands,Human resources
Innovativeness,eudaimonic well-being,Education level,causes,0.16,node2-->node1,WM15HRM,442,2010,Netherlands,Human resources
Job performance,performance,Education level,causes,0.11,node2-->node1,WM15HRM,442,2010,Netherlands,Human resources
OCB,causes,Education level,causes,0.05,noncausal,WM15HRM,442,2010,Netherlands,Human resources
Organizational tenure,causes,Education level,causes,0.06,noncausal,WM15HRM,442,2010,Netherlands,Human resources
Positive affect,hedonic well-being,Education level,causes,-0.04,node2-->node1,WM15HRM,442,2010,Netherlands,Human resources
Strengths-based psychological climated,causes,Education level,causes,0.05,noncausal,WM15HRM,442,2010,Netherlands,Human resources
Justice sensitivity,causes,Trust propensity,causes,-0.19,noncausal,WM17JAP,600,Not specified,United States,Mturk
Justice sensitivity,causes,Trust propensity,causes,-0.17,noncausal,WM17JAP,160,Not specified,United States,Mturk
Justice sensitivity,causes,Trust propensity,causes,-0.17,noncausal,WM17JAP,158,2012,USA,Human resources
Justice sensitivity,causes,Trust propensity,causes,-0.19,noncausal,WM17JAP, ,2012,USA,Human resources
Partner contributed,causes,Trust propensity,causes,0.21,noncausal,WM17JAP,120,Not specified,Hong Kong,Hong Kong University
Punishment system,causes,Trust propensity,causes,0.25,noncausal,WM17JAP,120,Not specified,Hong Kong,Hong Kong University
Partner contributed,causes,Trust,social well-being,0.21,node1-->node2,WM17JAP,60,2010,USA,Human resources
Punishment system,causes,Trust,social well-being,0.25,node1-->node2,WM17JAP,60,2010,USA,Human resources
Justice sensitivity,causes,Self-benefit,causes,0.06,noncausal,WM17JAP,160,Not specified,United States,Mturk
Justice sensitivity,causes,Self-benefit,causes,0.06,noncausal,WM17JAP,158,2012,USA,Human resources
Trust propensity,causes,Self-benefit,causes,-0.12,noncausal,WM17JAP,160,Not specified,United States,Mturk
Trust propensity,causes,Self-benefit,causes,-0.12,noncausal,WM17JAP,157,2012,USA,Human resources
Ability,causes,Religiousness,causes,0.01,noncausal,WM17JAP,600,Not specified,United States,Mturk
Ability,causes,Religiousness,causes,-0.06,noncausal,WM17JAP,160,Not specified,United States,Mturk
Ability,causes,Religiousness,causes,-0.06,noncausal,WM17JAP,152,2012,USA,Human resources
Ability,causes,Religiousness,causes,0.01,noncausal,WM17JAP, ,2012,USA,Human resources
Benevolence,causes,Religiousness,causes,0.02,noncausal,WM17JAP,600,Not specified,United States,Mturk
Benevolence,causes,Religiousness,causes,-0.01,noncausal,WM17JAP,160,Not specified,United States,Mturk
